[Candidate Service: (ServiceNo, Price, Probability, ExecTime)]
0	2	0.97	2
1	22	0.70	0
2	15	0.79	4
3	9	0.87	3
4	21	0.79	0
5	13	0.93	0
6	27	0.92	7
7	10	0.96	0
8	0	0.75	4
9	25	0.82	9
10	2	0.92	6
11	2	0.76	5
12	19	0.75	1
13	28	0.93	7
14	3	0.85	3
15	21	0.85	6
16	19	0.97	3
17	19	0.77	5
18	13	0.95	0
19	2	0.74	7
20	14	0.97	3
21	16	0.81	8
22	28	0.72	5
23	22	0.82	6
24	19	0.95	4
25	21	0.89	9
26	3	0.82	2
27	19	0.81	2
28	4	0.91	5
29	29	0.91	3
30	12	0.76	2
31	12	0.99	3
32	24	0.79	0
33	6	0.99	0
34	9	0.85	5
35	8	0.93	8
36	15	0.93	8
37	6	0.82	9
38	20	0.85	7
39	15	0.75	7
40	22	0.87	2
41	19	0.80	4
42	25	0.78	7
43	22	0.77	7
44	16	0.79	6
45	24	0.93	7
46	23	0.85	9
47	22	0.97	8
48	9	0.80	7
49	4	0.73	7
50	16	0.77	1
51	15	0.79	8
52	22	0.71	2
53	9	0.93	4
54	24	0.94	8
55	16	0.73	4
56	19	0.96	2
57	13	0.97	8
58	23	0.78	4
59	29	0.70	9
60	1	0.86	7
61	20	0.79	7
62	9	0.76	9
63	1	0.77	9
64	28	0.77	6
65	5	0.74	5
66	26	0.72	3
67	1	1.00	9
68	1	0.83	6
69	2	0.89	1
70	28	0.81	0
71	5	0.77	6
72	26	0.81	5
73	21	0.95	7
74	16	0.85	3
75	12	0.86	5
76	12	0.76	8
77	9	0.96	7
78	4	0.88	8
79	11	0.94	7
80	9	0.91	8
81	0	0.92	0
82	2	0.83	5
83	5	0.98	8
84	11	0.70	0
85	28	0.71	2
86	26	0.87	5
87	8	0.88	7
88	27	0.77	7
89	20	0.70	4
90	8	0.77	8
91	21	0.85	1
92	16	0.75	9
93	28	0.90	9
94	28	0.82	4
95	27	0.97	8
96	9	0.85	9
97	6	0.96	6
98	2	0.89	8
99	24	0.88	4
